Epoch,AverageLatency(us),delta_cache_hit_ratio,cache_composite_ln_epoch,predicted_average_latency_us,regression_slope,regression_intercept,r_squared
1,50.06275,1.0,0.0,88.85237342237346,14.612868654581211,88.85237342237346,0.939921429344473
2,56.84807,1.0,0.6931471805599453,98.98124213018923,14.612868654581211,88.85237342237346,0.939921429344473
3,67.06268,1.0,1.0986122886681098,104.90625049898941,14.612868654581211,88.85237342237346,0.939921429344473
4,77.75942,1.0,1.3862943611198906,109.110110838005,14.612868654581211,88.85237342237346,0.939921429344473
5,81.49989,1.0,1.6094379124341003,112.37087824447634,14.612868654581211,88.85237342237346,0.939921429344473
6,86.83769,1.0,1.791759469228055,115.03511920680518,14.612868654581211,88.85237342237346,0.939921429344473
7,92.53863,1.0,1.9459101490553132,117.2877028441353,14.612868654581211,88.85237342237346,0.939921429344473
8,101.04404,1.0,2.0794415416798357,119.23897954582077,14.612868654581211,88.85237342237346,0.939921429344473
9,104.70185,1.0,2.1972245773362196,120.96012757560536,14.612868654581211,88.85237342237346,0.939921429344473
10,112.33622,1.0,2.302585092994046,122.49974695229213,14.612868654581211,88.85237342237346,0.939921429344473
11,116.39941,1.0,2.3978952727983707,123.89250209121724,14.612868654581211,88.85237342237346,0.939921429344473
12,121.89613,1.0,2.4849066497880004,125.16398791462095,14.612868654581211,88.85237342237346,0.939921429344473
13,125.24594,1.0,2.5649493574615367,126.33364148861136,14.612868654581211,88.85237342237346,0.939921429344473
14,134.71925,1.0,2.6390573296152584,127.41657155195107,14.612868654581211,88.85237342237346,0.939921429344473
15,142.4325,1.0,2.70805020110221,128.42475532109228,14.612868654581211,88.85237342237346,0.939921429344473
16,140.44772,1.0,2.772588722239781,129.36784825363654,14.612868654581211,88.85237342237346,0.939921429344473
17,146.59571,1.0,2.833213344056216,130.25374788947374,14.612868654581211,88.85237342237346,0.939921429344473
18,150.04344,0.9836308116093458,3.137704109103911,134.70323144564867,14.612868654581211,88.85237342237346,0.939921429344473
19,158.25452,0.9730166151349688,3.377672361415585,138.20985599794858,14.612868654581211,88.85237342237346,0.939921429344473
