Epoch,delta_cache_hit_ratio,cache_hit_ratio_times_epoch,AverageLatency(us),predicted_average_latency_us,regression_slope,regression_intercept,r_squared
1,1.0,1.0,50.06275,-36.640770511617575,10.981828400446627,-47.6225989120642,0.8743005875843787
2,1.0,2.0,56.84807,-25.658942111170944,10.981828400446627,-47.6225989120642,0.8743005875843787
3,1.0,3.0,67.06268,-14.67711371072432,10.981828400446627,-47.6225989120642,0.8743005875843787
4,1.0,4.0,77.75942,-3.69528531027769,10.981828400446627,-47.6225989120642,0.8743005875843787
5,1.0,5.0,81.49989,7.286543090168941,10.981828400446627,-47.6225989120642,0.8743005875843787
6,1.0,6.0,86.83769,18.268371490615557,10.981828400446627,-47.6225989120642,0.8743005875843787
7,1.0,7.0,92.53863,29.250199891062188,10.981828400446627,-47.6225989120642,0.8743005875843787
8,1.0,8.0,101.04404,40.23202829150882,10.981828400446627,-47.6225989120642,0.8743005875843787
9,1.0,9.0,104.70185,51.21385669195545,10.981828400446627,-47.6225989120642,0.8743005875843787
10,1.0,10.0,112.33622,62.19568509240208,10.981828400446627,-47.6225989120642,0.8743005875843787
11,1.0,11.0,116.39941,73.1775134928487,10.981828400446627,-47.6225989120642,0.8743005875843787
12,1.0,12.0,121.89613,84.1593418932953,10.981828400446627,-47.6225989120642,0.8743005875843787
13,1.0,13.0,125.24594,95.14117029374194,10.981828400446627,-47.6225989120642,0.8743005875843787
14,1.0,14.0,134.71925,106.12299869418857,10.981828400446627,-47.6225989120642,0.8743005875843787
15,1.0,15.0,142.4325,117.1048270946352,10.981828400446627,-47.6225989120642,0.8743005875843787
16,1.0,16.0,140.44772,128.08665549508183,10.981828400446627,-47.6225989120642,0.8743005875843787
17,1.0,17.0,146.59571,139.06848389552846,10.981828400446627,-47.6225989120642,0.8743005875843787
18,0.9836308116093458,17.705354608968225,150.04344,146.81456717268162,10.981828400446627,-47.6225989120642,0.8743005875843787
19,0.9730166151349688,18.487315687564408,158.25452,155.40192955365308,10.981828400446627,-47.6225989120642,0.8743005875843787
20,0.9616542805322051,19.233085610644103,162.78149,163.59184687512857,10.981828400446627,-47.6225989120642,0.8743005875843787
21,0.9465693125408697,19.877955563358263,168.2108,170.6736980364396,10.981828400446627,-47.6225989120642,0.8743005875843787
22,0.9456069576844935,20.803353069058858,172.82437,180.83625464624487,10.981828400446627,-47.6225989120642,0.8743005875843787
23,0.9492468397267299,21.832677313714786,177.2579,192.1401168694756,10.981828400446627,-47.6225989120642,0.8743005875843787
24,0.9158948513852136,21.981476433245128,180.07364,193.77420326629536,10.981828400446627,-47.6225989120642,0.8743005875843787
25,0.890577003322514,22.26442508306285,184.09612,196.88149678473167,10.981828400446627,-47.6225989120642,0.8743005875843787
26,0.8934091414985068,23.228637678961178,193.23507,207.47031405443627,10.981828400446627,-47.6225989120642,0.8743005875843787
27,0.8864168483924225,23.93325490659541,190.74297,215.20829953631383,10.981828400446627,-47.6225989120642,0.8743005875843787
28,0.8819807570910041,24.695461198548116,199.42926,223.5787182402792,10.981828400446627,-47.6225989120642,0.8743005875843787
29,0.8676746566483573,25.162565042802363,197.63752,228.70837250306826,10.981828400446627,-47.6225989120642,0.8743005875843787
30,0.8506336446119301,25.519009338357904,213.3883,232.6227825911773,10.981828400446627,-47.6225989120642,0.8743005875843787
31,0.8657395249300758,26.83792527283235,210.15475,247.10689105819037,10.981828400446627,-47.6225989120642,0.8743005875843787
32,0.8522710169789349,27.272672543325918,214.56833,251.88121098031328,10.981828400446627,-47.6225989120642,0.8743005875843787
33,0.866685574831767,28.60062396944831,218.99144,266.46454566611783,10.981828400446627,-47.6225989120642,0.8743005875843787
34,0.8702492359393103,29.58847402193655,223.05635,277.31294542791585,10.981828400446627,-47.6225989120642,0.8743005875843787
35,0.8639817405104229,30.2393609178648,227.98965,284.46087362709926,10.981828400446627,-47.6225989120642,0.8743005875843787
36,0.8581309833798866,30.89271540167592,237.13654,291.63590045297536,10.981828400446627,-47.6225989120642,0.8743005875843787
37,0.8489666101646656,31.411764576092626,245.03215,297.3360094178131,10.981828400446627,-47.6225989120642,0.8743005875843787
38,0.8418589453773094,31.99063992433776,248.70288,303.69311915748995,10.981828400446627,-47.6225989120642,0.8743005875843787
39,0.8208621091467778,32.01362225672433,247.92219,303.94550718800133,10.981828400446627,-47.6225989120642,0.8743005875843787
40,0.8253019530326761,33.01207812130704,248.21435,314.9103781582682,10.981828400446627,-47.6225989120642,0.8743005875843787
41,0.7988761893923871,32.753923765087876,259.20301,312.0753713174416,10.981828400446627,-47.6225989120642,0.8743005875843787
42,0.799957587537142,33.59821867655996,260.96253,321.34727315459827,10.981828400446627,-47.6225989120642,0.8743005875843787
43,0.8205773621523511,35.2848265725511,266.55638,339.8693116472113,10.981828400446627,-47.6225989120642,0.8743005875843787
44,0.8145917891834772,35.842038724073,283.9645,345.9885198778685,10.981828400446627,-47.6225989120642,0.8743005875843787
45,0.7904114186023846,35.56851383710731,274.15849,342.98471650595974,10.981828400446627,-47.6225989120642,0.8743005875843787
46,0.7372642559452085,33.91415577347959,284.99903,324.81684013830494,10.981828400446627,-47.6225989120642,0.8743005875843787
47,0.7311717194140123,34.365070812458576,303.4826,329.76871171955287,10.981828400446627,-47.6225989120642,0.8743005875843787
48,0.7280576035934081,34.94676497248359,318.5169,336.1567771664895,10.981828400446627,-47.6225989120642,0.8743005875843787
49,0.7251418087261038,35.531948627579084,305.03741,342.58316364949434,10.981828400446627,-47.6225989120642,0.8743005875843787
50,0.76859897725337,38.4299488626685,300.13812,374.40850493570036,10.981828400446627,-47.6225989120642,0.8743005875843787
51,0.7531141545647052,38.40882188279996,313.6732,374.17649206816435,10.981828400446627,-47.6225989120642,0.8743005875843787
52,0.7088607343900277,36.860758188281444,314.1191,357.17592222200057,10.981828400446627,-47.6225989120642,0.8743005875843787
53,0.7108348938207779,37.67424937250123,306.69586,366.1095428123783,10.981828400446627,-47.6225989120642,0.8743005875843787
54,0.7205037668700773,38.907203410984174,341.12441,379.6496324886357,10.981828400446627,-47.6225989120642,0.8743005875843787
55,0.7112730155516515,39.12001585534083,338.30997,381.98670223404014,10.981828400446627,-47.6225989120642,0.8743005875843787
56,0.7034415306044911,39.392725713851505,330.04516,384.9815551033144,10.981828400446627,-47.6225989120642,0.8743005875843787
57,0.7583535245239846,43.22615089786712,357.08847,427.0795726601244,10.981828400446627,-47.6225989120642,0.8743005875843787
58,0.7355334107069009,42.66093782100025,372.0004,420.87249964028405,10.981828400446627,-47.6225989120642,0.8743005875843787
59,0.7296313942298269,43.04825225955979,403.75146,425.1259203415602,10.981828400446627,-47.6225989120642,0.8743005875843787
60,0.7367295393818027,44.20377236290817,389.26254,437.81564382979843,10.981828400446627,-47.6225989120642,0.8743005875843787
61,0.7137486216808506,43.53866592253189,380.01455,430.5115590335543,10.981828400446627,-47.6225989120642,0.8743005875843787
62,0.7097476693145821,44.00435549750409,367.14898,435.62568203377595,10.981828400446627,-47.6225989120642,0.8743005875843787
63,0.7076207407587466,44.58010666780103,351.74794,441.9484825873333,10.981828400446627,-47.6225989120642,0.8743005875843787
64,0.6899580578403932,44.157315701785166,358.38194,437.3054647492879,10.981828400446627,-47.6225989120642,0.8743005875843787
65,0.6729095152431265,43.73911849080322,376.94148,432.7128947407389,10.981828400446627,-47.6225989120642,0.8743005875843787
66,0.6709417382600988,44.28215472516652,421.06841,438.6764254817413,10.981828400446627,-47.6225989120642,0.8743005875843787
67,0.675563903995835,45.26278156772094,398.56517,449.44550119154576,10.981828400446627,-47.6225989120642,0.8743005875843787
68,0.6798317383393635,46.228558207076716,398.79354,460.0514945181109,10.981828400446627,-47.6225989120642,0.8743005875843787
69,0.689453640516327,47.57230119562656,425.92576,474.8082494326686,10.981828400446627,-47.6225989120642,0.8743005875843787
70,0.7077888216446351,49.545217515124456,454.72286,496.47447790183526,10.981828400446627,-47.6225989120642,0.8743005875843787
71,0.6576848408656022,46.695623701457755,501.78209,465.18072762917325,10.981828400446627,-47.6225989120642,0.8743005875843787
72,0.661210457561077,47.60715294439754,534.92186,475.19098535712703,10.981828400446627,-47.6225989120642,0.8743005875843787
73,0.6537059015286294,47.720530811589946,547.39065,476.43608163904264,10.981828400446627,-47.6225989120642,0.8743005875843787
74,0.6524567235001482,48.28179753901097,531.24091,482.5998165264605,10.981828400446627,-47.6225989120642,0.8743005875843787
75,0.6718575442656561,50.389315819924214,455.4293,505.7442206382541,10.981828400446627,-47.6225989120642,0.8743005875843787
76,0.6867989452510571,52.19671983908034,454.88498,525.5928214269042,10.981828400446627,-47.6225989120642,0.8743005875843787
77,0.6353102027327026,48.918885610418094,432.1639,489.59620840262505,10.981828400446627,-47.6225989120642,0.8743005875843787
78,0.7145216484133342,55.732688576240065,492.63552,564.4242233277363,10.981828400446627,-47.6225989120642,0.8743005875843787
79,0.7029297173777852,55.53144767284503,520.86017,562.2142302595012,10.981828400446627,-47.6225989120642,0.8743005875843787
80,0.6325500738456266,50.60400590765013,524.1864,508.1019103409369,10.981828400446627,-47.6225989120642,0.8743005875843787
81,0.6358785996111236,51.50616656850101,569.96617,518.0092839080348,10.981828400446627,-47.6225989120642,0.8743005875843787
82,0.6395558993533457,52.44358374697435,539.6474,528.3038385016598,10.981828400446627,-47.6225989120642,0.8743005875843787
83,0.62410326247802,51.80057078567565,598.2797,521.2423805014146,10.981828400446627,-47.6225989120642,0.8743005875843787
84,0.6309948527032139,53.00356762706996,608.34401,534.4534853798862,10.981828400446627,-47.6225989120642,0.8743005875843787
85,0.6438138371249698,54.72417615562243,589.5482,553.3489129847943,10.981828400446627,-47.6225989120642,0.8743005875843787
86,0.6490955658148655,55.822218660078434,568.43275,565.4074273451268,10.981828400446627,-47.6225989120642,0.8743005875843787
87,0.6189213815066851,53.8461601910816,678.59197,543.7066923293544,10.981828400446627,-47.6225989120642,0.8743005875843787
88,0.6213596038650616,54.67964514012542,568.05341,552.8598810141086,10.981828400446627,-47.6225989120642,0.8743005875843787
89,0.6122310273290732,54.48856143228751,484.51202,550.7614325245115,10.981828400446627,-47.6225989120642,0.8743005875843787
90,0.6125996440073476,55.13396796066128,488.47014,557.8491762676402,10.981828400446627,-47.6225989120642,0.8743005875843787
91,0.6096483300718479,55.47799803653816,538.2308,561.6272555255129,10.981828400446627,-47.6225989120642,0.8743005875843787
92,0.6181278280436779,56.86776018001837,591.04825,576.8893849026493,10.981828400446627,-47.6225989120642,0.8743005875843787
93,0.6240178969908591,58.0336644201499,595.00856,589.6931451991269,10.981828400446627,-47.6225989120642,0.8743005875843787
94,0.6008173289214351,56.4768289186149,777.3592,572.5962448735463,10.981828400446627,-47.6225989120642,0.8743005875843787
95,0.6121590019788279,58.15510518798865,857.84701,591.0267868723506,10.981828400446627,-47.6225989120642,0.8743005875843787
96,0.6794199560080436,65.22431577677219,721.90078,668.6596444849916,10.981828400446627,-47.6225989120642,0.8743005875843787
97,0.603204546890285,58.51084104835765,831.95234,594.9334170468081,10.981828400446627,-47.6225989120642,0.8743005875843787
98,0.5985558171925609,58.65847008487097,716.97194,596.5546537927207,10.981828400446627,-47.6225989120642,0.8743005875843787
99,0.592067283505404,58.614661067035,753.78855,596.073550676454,10.981828400446627,-47.6225989120642,0.8743005875843787
100,0.594121966972475,59.4121966972475,715.50714,604.8319501106897,10.981828400446627,-47.6225989120642,0.8743005875843787
